block	start	end	size	events	unique_start_ips	unique_sources	top_sources	top_targets	top_deltas	byte_statuses
107	0x172aaf	0x172d58	0x2a9	181	181	63	337:9,189:8,199:8,114:8,64:6,307:6,185:6,215:6	337:9,189:8,199:8,114:8,64:6,307:6,185:6,215:6	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:5	exact:181
108	0x172d66	0x173043	0x2dd	194	194	65	185:10,258:9,340:8,189:8,28:8,18:7,337:6,268:5	185:10,258:9,340:8,189:8,28:8,18:7,337:6,268:5	+0x4:115,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:194
109	0x173051	0x1732b3	0x262	162	162	57	64:8,66:8,347:7,199:6,258:6,28:6,18:5,340:5	64:8,66:8,347:7,199:6,258:6,28:6,18:5,340:5	+0x4:101,+0x3:40,+0x2:8,+0x5:8,+0x6:5	exact:162
110	0x1732c1	0x1734dd	0x21c	144	144	51	258:8,199:8,64:8,215:7,189:7,114:6,18:6,158:6	258:8,199:8,64:8,215:7,189:7,114:6,18:6,158:6	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
111	0x1734eb	0x173707	0x21c	144	144	53	114:9,28:8,64:8,185:7,18:7,33:6,123:6,340:5	114:9,28:8,64:8,185:7,18:7,33:6,123:6,340:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
112	0x173715	0x1739be	0x2a9	181	181	62	189:9,337:8,18:8,43:7,215:7,174:7,28:6,258:6	189:9,337:8,18:8,43:7,215:7,174:7,28:6,258:6	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:5	exact:181
113	0x1739cc	0x173ca9	0x2dd	194	194	67	307:9,258:9,185:8,337:8,168:8,347:7,340:7,199:7	307:9,258:9,185:8,337:8,168:8,347:7,340:7,199:7	+0x4:115,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:194
114	0x173cb7	0x173f19	0x262	162	162	55	199:9,18:8,258:7,307:7,347:7,340:7,64:7,114:6	199:9,18:8,258:7,307:7,347:7,340:7,64:7,114:6	+0x4:101,+0x3:40,+0x2:8,+0x5:8,+0x6:5	exact:162
115	0x173f27	0x174143	0x21c	144	144	49	189:8,18:8,114:7,203:7,337:7,185:6,66:5,307:5	189:8,18:8,114:7,203:7,337:7,185:6,66:5,307:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
116	0x174151	0x17436d	0x21c	144	144	50	28:8,258:7,189:6,64:6,66:6,123:6,307:5,337:5	28:8,258:7,189:6,64:6,66:6,123:6,307:5,337:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
117	0x17437b	0x17452e	0x1b3	116	116	38	66:7,18:7,340:6,347:5,258:5,185:5,114:5,189:4	66:7,18:7,340:6,347:5,258:5,185:5,114:5,189:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
118	0x176883	0x176aa5	0x222	145	145	53	28:9,347:8,340:8,258:8,199:7,114:7,196:6,66:6	28:9,347:8,340:8,258:8,199:7,114:7,196:6,66:6	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:4	exact:145
119	0x176ab3	0x176c87	0x1d4	125	125	43	307:9,64:9,18:7,114:6,340:6,347:5,305:5,199:4	307:9,64:9,18:7,114:6,340:6,347:5,305:5,199:4	+0x4:85,+0x3:34,+0x2:2,+0x6:2,+0x5:2	exact:125
120	0x176c95	0x176e97	0x202	137	137	47	307:9,340:9,337:8,28:8,185:7,114:6,157:5,189:5	307:9,340:9,337:8,28:8,185:7,114:6,157:5,189:5	+0x4:90,+0x3:36,+0x2:4,+0x5:4,+0x6:3	exact:137
121	0x176ea5	0x1770e9	0x244	155	155	52	64:10,307:8,157:7,114:7,297:7,258:6,28:6,337:5	64:10,307:8,157:7,114:7,297:7,258:6,28:6,337:5	+0x4:99,+0x3:39,+0x2:7,+0x5:7,+0x6:3	exact:155
122	0x1770f7	0x1772fc	0x205	135	135	59	189:8,168:6,185:5,157:5,307:5,199:4,172:4,215:4	189:8,168:6,185:5,157:5,307:5,199:4,172:4,215:4	+0x4:77,+0x3:27,+0x5:14,+0x2:11,+0x6:6	exact:135
123	0x177353	0x1774b8	0x165	96	96	47	337:6,199:5,258:5,123:5,215:4,114:4,28:4,176:4	337:6,199:5,258:5,123:5,215:4,114:4,28:4,176:4	+0x4:54,+0x3:24,+0x2:8,+0x5:7,+0x6:3	exact:96
124	0x1774c6	0x17776f	0x2a9	181	181	67	28:9,189:9,64:8,340:7,18:7,258:7,203:6,307:6	28:9,189:9,64:8,340:7,18:7,258:7,203:6,307:6	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:5	exact:181
125	0x17777d	0x177930	0x1b3	114	114	48	26:6,196:5,64:5,315:5,157:5,28:4,258:4,307:4	26:6,196:5,64:5,315:5,157:5,28:4,258:4,307:4	+0x4:67,+0x3:24,+0x5:11,+0x2:8,+0x6:4	exact:114
126	0x177940	0x177aeb	0x1ab	113	113	53	28:6,18:5,347:5,43:4,64:4,258:4,215:4,114:4	28:6,18:5,347:5,64:4,258:4,215:4,114:4,337:4	+0x4:60,+0x3:26,+0x5:13,+0x2:10,+0x6:4	exact:113
127	0x177af9	0x177c82	0x189	103	103	54	64:6,28:6,337:5,346:4,196:4,243:4,168:4,307:4	64:6,28:6,337:5,346:4,196:4,243:4,168:4,307:4	+0x4:61,+0x3:22,+0x5:9,+0x2:7,+0x6:4	exact:103
128	0x179f43	0x17a04f	0x10c	72	72	36	114:5,307:4,347:4,66:4,123:4,340:4,64:3,215:3	114:5,307:4,347:4,66:4,123:4,340:4,64:3,215:3	+0x4:42,+0x3:20,+0x2:4,+0x5:4,+0x6:2	exact:72
129	0x17a05d	0x17a25f	0x202	137	137	48	64:10,28:8,114:7,18:7,215:6,189:6,347:5,168:5	64:10,28:8,114:7,18:7,215:6,189:6,347:5,168:5	+0x4:90,+0x3:36,+0x2:4,+0x5:4,+0x6:3	exact:137
130	0x17a26d	0x17a420	0x1b3	116	116	36	18:11,64:9,189:8,258:7,66:7,346:6,215:5,123:5	18:11,64:9,189:8,258:7,66:7,346:6,215:5,123:5	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
131	0x18b66f	0x18b88f	0x220	145	145	54	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	337:8,18:8,307:7,340:7,215:6,347:6,114:6,346:5	+0x4:95,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:145
132	0x18b89d	0x18ba5b	0x1be	119	119	39	28:8,347:8,66:7,189:6,18:6,114:6,199:5,307:4	28:8,347:8,66:7,189:6,18:6,114:6,199:5,307:4	+0x4:82,+0x3:33,+0x6:2,+0x2:1,+0x5:1	exact:119
133	0x18ba69	0x18bd8c	0x323	213	213	71	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	+0x4:124,+0x3:48,+0x5:19,+0x2:16,+0x6:6	exact:213
134	0x18bd9a	0x18beab	0x111	72	72	33	26:5,340:4,307:4,114:4,168:3,199:3,347:3,33:3	26:5,340:4,307:4,114:4,168:3,199:3,347:3,33:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
135	0x18bebc	0x18c07a	0x1be	119	119	52	340:8,66:6,307:5,43:5,20:5,258:4,297:4,269:4	340:8,66:6,307:5,43:5,20:5,258:4,297:4,269:4	+0x4:64,+0x3:28,+0x5:12,+0x2:11,+0x6:4	exact:119
136	0x18c088	0x18c2a6	0x21e	145	145	50	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	114:9,66:8,315:7,258:7,337:6,172:5,64:5,157:5	+0x4:94,+0x3:37,+0x2:6,+0x5:5,+0x6:3	exact:145
137	0x18c2b4	0x18c467	0x1b3	116	116	37	189:9,64:9,66:6,199:6,114:6,196:5,315:4,287:4	189:9,64:9,66:6,199:6,114:6,196:5,315:4,287:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
138	0x1a480d	0x1a4a91	0x284	170	170	61	337:10,340:10,215:7,66:7,307:7,333:6,18:6,28:6	337:10,340:10,215:7,66:7,307:7,333:6,18:6,28:6	+0x4:103,+0x3:41,+0x5:11,+0x2:9,+0x6:6	exact:170
139	0x1a4a9f	0x1a4c73	0x1d4	125	125	42	307:6,64:6,337:6,258:6,185:5,28:5,347:5,18:5	307:6,64:6,337:6,258:6,185:5,28:5,347:5,18:5	+0x4:85,+0x3:34,+0x2:2,+0x6:2,+0x5:2	exact:125
140	0x1a4c81	0x1a4daa	0x129	78	78	34	315:6,172:5,185:4,114:4,28:4,346:4,268:3,340:3	315:6,172:5,185:4,114:4,28:4,346:4,268:3,340:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2	exact:78
141	0x1a4dbb	0x1a4fc9	0x20e	139	139	59	297:10,28:7,258:6,123:6,144:4,337:4,114:4,189:4	297:10,28:7,258:6,123:6,144:4,337:4,114:4,189:4	+0x4:72,+0x3:31,+0x5:15,+0x2:14,+0x6:7	exact:139
142	0x1a4fd7	0x1a519e	0x1c7	121	121	40	64:10,307:8,28:6,199:6,347:6,340:5,333:5,215:5	64:10,307:8,28:6,199:6,347:6,340:5,333:5,215:5	+0x4:83,+0x3:33,+0x6:2,+0x5:2,+0x2:1	exact:121
143	0x1a51af	0x1a52c0	0x111	72	72	34	157:5,172:4,287:4,340:3,307:3,243:3,189:3,305:3	157:5,172:4,287:4,340:3,307:3,243:3,189:3,305:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
144	0x1a52d0	0x1a5438	0x168	95	95	46	28:6,307:5,114:5,258:5,347:4,18:4,174:4,337:3	28:6,307:5,114:5,258:5,347:4,18:4,174:4,300:3	+0x4:52,+0x3:23,+0x5:9,+0x2:7,+0x6:4	exact:95
145	0x1a5446	0x1a55ef	0x1a9	110	110	56	18:6,196:5,28:5,189:5,114:4,337:4,157:4,168:3	18:6,196:5,28:5,189:5,114:4,337:4,157:4,168:3	+0x4:66,+0x3:23,+0x5:10,+0x2:7,+0x6:3,+0xa:1	exact:110
146	0x1a5600	0x1a5793	0x193	107	107	46	307:7,340:7,297:6,64:5,337:5,220:5,176:5,347:4	307:7,340:7,297:6,64:5,337:5,220:5,176:5,347:4	+0x4:57,+0x3:26,+0x5:11,+0x2:9,+0x6:4	exact:107
147	0x1a57a1	0x1a5968	0x1c7	121	121	43	18:8,64:7,337:6,114:5,297:5,189:5,33:4,172:4	18:8,64:7,337:6,114:5,297:5,189:5,33:4,172:4	+0x4:83,+0x3:33,+0x6:2,+0x5:2,+0x2:1	exact:121
148	0x1a5979	0x1a5a8a	0x111	72	72	31	337:7,26:6,203:4,157:4,258:4,168:4,215:3,114:3	337:7,26:6,203:4,157:4,258:4,168:4,215:3,114:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
149	0x1a5a9a	0x1a5d7e	0x2e4	194	194	72	18:9,347:7,337:7,258:7,189:7,28:7,352:5,66:5	18:9,337:7,258:7,189:7,28:7,347:6,352:5,66:5	+0x4:93,+0x3:39,+0x5:29,+0x2:23,+0x6:10	exact:194
150	0x1a5d8c	0x1a5ee8	0x15c	91	91	46	189:6,333:4,297:4,315:4,64:4,185:4,268:3,215:3	189:6,333:4,297:4,315:4,64:4,185:4,268:3,215:3	+0x4:58,+0x3:20,+0x5:6,+0x2:4,+0x6:3	exact:91
151	0x1a5f3d	0x1a6041	0x104	70	70	36	174:6,340:5,258:4,28:4,347:4,199:4,176:4,307:3	174:6,340:5,258:4,28:4,347:4,199:4,176:4,307:3	+0x4:40,+0x3:20,+0x2:4,+0x5:4,+0x6:2	exact:70
152	0x1ec0ab	0x1ec347	0x29c	176	176	61	64:8,66:8,18:8,347:7,28:7,340:7,114:7,185:7	64:8,66:8,18:8,347:7,28:7,340:7,114:7,185:7	+0x4:105,+0x3:42,+0x5:12,+0x2:10,+0x6:7	exact:176
153	0x1ec355	0x1ec466	0x111	72	72	31	64:6,347:4,157:4,18:4,33:4,168:4,340:3,196:3	64:6,347:4,157:4,18:4,33:4,168:4,340:3,196:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
154	0x1ec477	0x1ec5c3	0x14c	88	88	46	18:6,307:6,347:5,189:4,337:4,161:4,66:3,185:3	18:6,307:6,347:5,189:4,337:4,161:4,66:3,185:3	+0x4:48,+0x3:23,+0x5:7,+0x2:6,+0x6:4	exact:88
155	0x1ec5d1	0x1ec87a	0x2a9	181	181	65	66:9,347:9,307:8,258:8,297:7,340:7,114:6,189:5	66:9,347:9,307:8,258:8,297:7,340:7,114:6,189:5	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:5	exact:181
156	0x1ec888	0x1ecb65	0x2dd	194	194	66	340:11,28:8,66:8,258:7,297:7,189:7,157:7,347:7	340:11,28:8,66:8,258:7,297:7,189:7,157:7,347:7	+0x4:115,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:194
157	0x1ecb73	0x1ecdd5	0x262	162	162	55	337:8,66:8,258:8,114:7,340:7,28:6,199:5,18:5	337:8,66:8,258:8,114:7,340:7,28:6,199:5,18:5	+0x4:101,+0x3:40,+0x2:8,+0x5:8,+0x6:5	exact:162
158	0x1ecde3	0x1ecfff	0x21c	144	144	52	114:8,340:7,258:7,28:6,18:6,199:6,185:6,196:5	114:8,340:7,258:7,28:6,18:6,199:6,185:6,196:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
159	0x1ed00d	0x1ed229	0x21c	144	144	48	258:9,64:7,18:6,66:6,185:5,168:5,347:5,199:5	258:9,64:7,18:6,66:6,185:5,168:5,347:5,199:5	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
160	0x1ed237	0x1ed483	0x24c	156	156	56	258:8,114:8,66:8,199:6,340:6,157:5,347:5,243:5	258:8,114:8,66:8,199:6,340:6,157:5,347:5,243:5	+0x4:95,+0x3:39,+0x5:9,+0x2:8,+0x6:5	exact:156
161	0x22fe2d	0x22ffb1	0x184	7498	103	50	258:771,172:260,199:260,43:259,337:259,185:258,297:258,203:257	258:771,172:260,199:260,43:259,337:259,185:258,297:258,203:257	+0x4:3124,+0x5:1538,+0x3:1297,+0x2:1282,+0x6:257	exact:7498
162	0x22ffc2	0x230111	0x14f	20491	91	46	66:1280,114:1024,307:1024,347:1024,28:1024,258:1024,337:768,340:768	66:1280,114:1024,307:1024,347:1024,28:1024,258:1024,337:768,340:768	+0x4:11781,+0x3:5378,+0x5:1538,+0x2:1538,+0x6:256	exact:20491
163	0x230122	0x2303ae	0x28c	44544	174	65	196:1792,258:1792,189:1792,168:1536,347:1536,215:1536,114:1280,199:1280	196:1792,258:1792,189:1792,168:1536,347:1536,215:1536,114:1280,199:1280	+0x4:24576,+0x3:8960,+0x5:5888,+0x2:4608,+0x6:512	exact:44544
164	0x2303be	0x2304b8	0xfa	66	66	32	66:9,347:6,184:6,114:4,123:3,340:3,20:3,189:2	66:9,347:6,184:6,114:4,123:3,340:3,20:3,258:2	+0x4:38,+0x3:18,+0x5:4,+0x2:3,+0x6:3	exact:66
165	0x230722	0x230b1b	0x3f9	12609	269	75	347:646,337:644,297:516,185:516,64:454,215:453,28:453,161:453	347:646,337:644,297:516,185:516,64:454,215:453,28:453,161:453	+0x4:6743,+0x3:3170,+0x5:1283,+0x2:1027,+0x6:322,+0xd:64	exact:12609
166	0x230b2c	0x230e07	0x2db	12480	195	69	307:576,114:576,258:512,28:448,66:448,347:448,189:384,18:384	307:576,114:576,258:512,28:448,66:448,347:448,189:384,18:384	+0x4:7296,+0x3:2944,+0x5:1088,+0x2:896,+0x6:256	exact:12480
167	0x230e18	0x231217	0x3ff	17600	275	82	157:768,43:640,258:640,66:576,347:512,18:512,172:512,337:448	157:768,43:640,258:640,66:576,347:512,18:512,172:512,337:448	+0x4:8960,+0x3:3520,+0x5:2688,+0x2:2240,+0x6:192	exact:17600
168	0x2316bf	0x2319b3	0x2f4	199	199	57	66:16,258:12,18:10,340:9,64:8,161:8,114:8,189:7	66:16,258:12,18:10,340:9,64:8,161:8,114:8,189:7	+0x4:128,+0x3:54,+0x5:7,+0x2:5,+0x6:4,+0xd:1	exact:199
169	0x2319c1	0x231b74	0x1b3	116	116	39	189:9,18:7,307:6,347:6,215:5,258:5,123:5,168:4	189:9,18:7,307:6,347:6,215:5,258:5,123:5,168:4	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	exact:116
170	0x249468	0x24972b	0x2c3	376	188	64	28:22,347:16,340:16,337:14,189:12,43:12,18:12,333:12	28:22,347:16,340:16,337:14,189:12,43:12,18:12,333:12	+0x4:228,+0x3:88,+0x5:26,+0x2:24,+0x6:10	exact:376
171	0x249739	0x249956	0x21d	288	144	52	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	+0x4:186,+0x3:74,+0x5:12,+0x2:10,+0x6:6	exact:288
172	0x249964	0x249b99	0x235	300	150	54	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
173	0x249ba7	0x249ddc	0x235	300	150	55	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
174	0x249dea	0x24a01f	0x235	300	150	55	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
175	0x24a02d	0x24a292	0x265	324	162	59	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	+0x4:198,+0x3:80,+0x5:18,+0x2:16,+0x6:12	exact:324
176	0x24a2a0	0x24a4d5	0x235	300	150	55	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
177	0x24a4e3	0x24a8c5	0x3e2	522	261	75	64:26,28:22,337:22,18:18,258:16,199:16,66:16,43:16	64:26,28:22,337:22,18:18,258:16,199:16,66:16,43:16	+0x4:280,+0x3:112,+0x5:56,+0x2:48,+0x6:26	exact:522
178	0x24a8d3	0x24ab6a	0x297	350	175	61	28:18,340:18,18:18,64:14,258:14,347:14,189:12,243:10	28:18,340:18,18:18,64:14,258:14,347:14,189:12,243:10	+0x4:210,+0x3:84,+0x5:22,+0x2:20,+0x6:14	exact:350
179	0x24ab78	0x24ae0f	0x297	350	175	61	18:28,64:20,258:18,114:14,340:12,28:12,215:12,123:12	18:28,64:20,258:18,114:14,340:12,28:12,215:12,123:12	+0x4:210,+0x3:84,+0x5:22,+0x2:20,+0x6:14	exact:350
180	0x24ae1d	0x24b052	0x235	300	150	54	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
181	0x24b060	0x24b39b	0x33b	436	218	73	340:22,297:20,114:18,189:16,18:16,307:14,268:12,185:12	340:22,297:20,114:18,189:16,18:16,307:14,268:12,185:12	+0x4:246,+0x3:98,+0x5:40,+0x2:34,+0x6:18	exact:436
182	0x24b3a9	0x24b640	0x297	350	175	61	337:16,18:16,199:14,347:14,297:14,340:14,189:14,66:12	337:16,18:16,199:14,347:14,297:14,340:14,189:14,66:12	+0x4:210,+0x3:84,+0x5:22,+0x2:20,+0x6:14	exact:350
183	0x24b64e	0x24b883	0x235	300	150	50	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	+0x4:190,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:300
184	0x24b891	0x24bb69	0x2d8	386	193	67	258:20,18:18,114:18,66:16,307:14,347:12,337:12,64:12	258:20,18:18,114:18,66:16,307:14,347:12,337:12,64:12	+0x4:228,+0x3:90,+0x5:30,+0x2:26,+0x6:12	exact:386
185	0x24bb77	0x24bd2a	0x1b3	232	116	39	258:14,20:14,307:12,347:12,18:12,337:12,287:10,64:10	258:14,20:14,307:12,347:12,18:12,337:12,287:10,64:10	+0x4:160,+0x3:64,+0x6:4,+0x2:2,+0x5:2	exact:232
186	0x26cd71	0x26cf1b	0x1aa	448	112	55	66:28,340:20,189:20,307:20,43:20,337:20,157:16,287:16	66:28,340:20,189:20,307:20,43:20,337:20,157:16,287:16	+0x4:272,+0x3:96,+0x5:40,+0x2:28,+0x6:12	exact:448
187	0x26db07	0x26f077	0x1570	5744	1436	100	340:232,258:224,18:220,28:220,66:208,337:196,114:188,64:184	340:232,258:224,18:220,28:220,66:208,337:196,114:188,64:184	+0x4:3440,+0x3:1392,+0x5:352,+0x2:308,+0x6:220,+0xa:32	exact:5744
188	0x292986	0x292b48	0x1c2	120	120	39	64:10,307:7,297:6,66:6,347:5,189:5,158:5,337:4	64:10,307:7,297:6,66:6,347:5,189:5,158:5,337:4	+0x4:83,+0x3:33,+0x6:2,+0x2:1,+0x5:1	exact:120
189	0x292b56	0x292de8	0x292	175	175	62	28:11,18:9,114:8,258:6,268:6,64:6,340:6,185:5	28:11,18:9,114:8,258:6,268:6,64:6,340:6,185:5	+0x4:107,+0x3:42,+0x5:12,+0x2:10,+0x6:4	exact:175
190	0x292df6	0x293001	0x20b	192	139	53	18:14,258:12,340:11,307:10,189:9,215:8,337:8,158:8	18:14,258:12,340:11,307:10,189:9,215:8,337:8,158:8	+0x4:123,+0x3:53,+0x2:6,+0x6:5,+0x5:5	exact:192
191	0x29300f	0x293222	0x213	282	141	54	28:18,189:14,297:12,114:12,340:10,66:10,64:10,168:10	28:18,189:14,297:12,114:12,340:10,66:10,64:10,168:10	+0x4:182,+0x3:74,+0x5:12,+0x2:8,+0x6:6	exact:282
192	0x293233	0x293344	0x111	144	72	33	243:10,168:8,114:8,18:8,196:6,64:6,340:6,199:6	243:10,168:8,114:8,18:8,196:6,64:6,340:6,199:6	+0x4:102,+0x3:34,+0x5:4,+0x2:2,+0x6:2	exact:144
193	0x293355	0x293470	0x11b	151	76	35	189:14,66:12,176:12,28:10,114:8,347:6,307:6,20:6	189:12,66:12,176:12,28:10,114:8,347:6,307:6,20:6	+0x4:89,+0x3:42,+0x5:8,+0x2:8,+0x6:4	exact:151
194	0x29347e	0x2935da	0x15c	91	91	42	66:6,28:5,189:5,347:4,287:4,172:4,114:4,168:4	66:6,28:5,189:5,347:4,287:4,172:4,114:4,168:4	+0x4:58,+0x3:20,+0x5:6,+0x2:4,+0x6:3	exact:91
195	0x2935eb	0x2935fd	0x12	4	4	4	64:1,253:1,28:1,52:1	253:1,28:1,52:1,75:1	+0x4:1,+0x6:1,+0x3:1,+0x5:1	exact:4
196	0x29360e	0x293620	0x12	4	4	4	140:1,347:1,28:1,52:1	347:1,28:1,52:1,145:1	+0x6:1,+0x4:1,+0x3:1,+0x5:1	exact:4
197	0x293630	0x293643	0x13	4	4	4	268:1,239:1,64:1,52:1	239:1,64:1,52:1,75:1	+0x4:2,+0x6:1,+0x5:1	exact:4
198	0x293654	0x293666	0x12	4	4	4	199:1,172:1,124:1,52:1	172:1,124:1,52:1,316:1	+0x3:1,+0x4:1,+0x6:1,+0x5:1	exact:4
199	0x293677	0x293689	0x12	4	4	4	345:1,297:1,64:1,122:1	297:1,64:1,122:1,246:1	+0x6:1,+0x3:1,+0x4:1,+0x5:1	exact:4
200	0x2bec2e	0x2bed4f	0x121	78	78	36	64:6,189:5,20:5,185:4,199:4,184:4,174:3,176:3	64:6,189:5,20:5,185:4,199:4,184:4,174:3,176:3	+0x4:46,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:78
201	0x2bed5d	0x2bef26	0x1c9	121	121	40	64:10,258:8,297:7,199:7,66:6,333:6,168:5,315:4	64:10,258:8,297:7,199:7,66:6,333:6,168:5,315:4	+0x4:82,+0x3:33,+0x6:3,+0x5:2,+0x2:1	exact:121
202	0x2bef37	0x2bf048	0x111	72	72	30	114:6,346:5,337:4,66:4,268:4,307:4,347:4,196:3	114:6,346:5,337:4,66:4,268:4,307:4,347:4,196:3	+0x4:51,+0x3:17,+0x5:2,+0x2:1,+0x6:1	exact:72
203	0x2bf297	0x2bf3b8	0x121	78	78	39	18:7,185:5,347:5,258:4,20:4,114:3,337:3,340:3	18:7,185:5,347:5,258:4,20:4,114:3,337:3,340:3	+0x4:46,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:78
204	0x2bf3c6	0x2bf4ef	0x129	78	78	33	199:7,33:7,340:7,64:4,43:4,66:3,315:3,268:3	199:7,33:7,340:7,64:4,43:4,66:3,315:3,268:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2	exact:78
205	0x2bf97c	0x2bf9ac	0x30	13	13	11	165:2,157:2,258:1,185:1,124:1,49:1,144:1,322:1	157:2,258:1,185:1,124:1,49:1,144:1,165:1,322:1	+0x4:5,+0x2:3,+0x3:2,+0x5:2,+0x6:1	exact:13
206	0x2bfe6f	0x2bff90	0x121	78	78	39	123:5,347:5,66:5,189:4,340:4,20:4,199:3,337:3	123:5,347:5,66:5,189:4,340:4,20:4,199:3,337:3	+0x4:46,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:78
207	0x2bff9e	0x2c0230	0x292	175	175	63	66:10,64:10,185:9,337:8,199:6,347:6,189:6,258:5	66:10,64:10,185:9,337:8,199:6,347:6,189:6,258:5	+0x4:107,+0x3:42,+0x5:12,+0x2:10,+0x6:4	exact:175
208	0x2c023e	0x2c045a	0x21c	144	144	50	114:8,258:8,28:7,66:6,307:6,168:6,64:6,161:6	114:8,258:8,28:7,66:6,307:6,168:6,64:6,161:6	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	exact:144
209	0x2c0468	0x2c0591	0x129	78	78	33	26:7,189:5,268:5,287:5,258:4,64:4,43:3,28:3	26:7,189:5,268:5,287:5,258:4,64:4,43:3,28:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2	exact:78
210	0x2c1156	0x2c1277	0x121	78	78	37	337:5,28:5,258:4,18:4,215:4,158:4,307:3,189:3	337:5,28:5,258:4,18:4,215:4,158:4,307:3,189:3	+0x4:46,+0x3:21,+0x2:5,+0x5:4,+0x6:2	exact:78
211	0x2c1285	0x2c13cd	0x148	86	86	43	66:7,157:6,258:5,114:5,26:4,172:3,346:3,33:3	66:7,157:6,258:5,114:5,26:4,172:3,346:3,33:3	+0x4:55,+0x3:19,+0x5:5,+0x2:4,+0x6:3	exact:86
212	0x30e872	0x30eeba	0x648	501	423	84	185:33,64:24,168:23,189:19,340:17,114:16,165:15,199:14	185:33,64:24,168:23,189:19,340:17,114:16,199:14,337:14	+0x4:292,+0x3:113,+0x5:35,+0x2:34,+0x6:25,+0xa:2	exact:501
213	0x30eed0	0x30eee2	0x12	65	5	5	199:13,337:13,157:13,326:13,352:13	337:13,157:13,326:13,352:13,117:13	+0x4:26,+0x3:13,+0x5:13,+0x2:13	exact:65
