source_entry	source_target	events	unique_targets	status	matched_events	coverage_pct	inconsistent_rows	total_terms	state_terms	post_terms	byte_terms	top_targets	bit_formulas
264	0xaf4cf	49	2	fit	49	100.0	0	26	21	0	0	0x548:31,0x9b0:18	y0=0;y1=0;y2=0;y3=state.0^state.1^state.6;y4=1^state.0^state.1^state.6;y5=1^state.0^state.1^state.6;y6=state.0^state.1^state.6;y7=1^state.0^state.1^state.6;y8=1;y9=0;y10=state.0^state.1^state.6;y11=1^state.0^state.1^state.6;y12=0
0	0x78561	48	3	fit	48	100.0	0	22	18	0	0	0x480:31,0x808:10,0x360:7	y0=0;y1=0;y2=0;y3=state.0;y4=0;y5=1^state.0^state.2^state.4;y6=1^state.0^state.2^state.4;y7=state.2^state.4;y8=1^state.0^state.2^state.4;y9=1^state.0^state.2^state.4;y10=state.2^state.4;y11=state.0;y12=0
242	0xaa87d	43	7	fit	43	100.0	0	40	35	0	0	0x258:14,0x7b0:12,0x638:9,0x488:4,0x690:2,0x390:1,0x9e0:1	y0=0;y1=0;y2=0;y3=state.1^state.5;y4=state.0^state.1^state.2^state.3^state.4^state.5;y5=1^state.1^state.2^state.4^state.8;y6=1^state.2^state.4^state.5;y7=1^state.1^state.3^state.5;y8=1^state.0^state.1^state.2^state.3;y9=state.0^state.1^state.2^state.3^state.4^state.5;y10=state.2^state.8;y11=1^state.0^state.1^state.2^state.4^state.5;y12=0
62	0x84aa3	36	9	fit	36	100.0	0	43	38	0	0	0x4e8:16,0x998:13,0x210:1,0x640:1,0x948:1,0xe0:1,0x7e8:1,0xa88:1	y0=0;y1=0;y2=0;y3=1^state.2^state.6^state.30;y4=1^state.1^state.2^state.4^state.6^state.30;y5=state.2^state.5;y6=state.1^state.2^state.3^state.5^state.6^state.30;y7=1^state.1^state.3^state.7^state.30;y8=1^state.0^state.2^state.3^state.4^state.12^state.30;y9=state.0^state.3^state.4^state.5^state.12^state.30;y10=state.5^state.7^state.30;y11=1^state.1^state.3^state.30;y12=0
151	0x97311	34	5	fit	34	100.0	0	37	32	0	0	0x630:16,0x568:6,0x480:4,0x500:4,0xb00:4	y0=0;y1=0;y2=0;y3=1^state.0^state.4^state.8;y4=state.6^state.10;y5=1^state.0^state.4^state.6^state.8^state.10;y6=1^state.0^state.4^state.8;y7=state.0^state.1^state.6;y8=1^state.0^state.1^state.10;y9=state.1^state.7^state.8;y10=1^state.1^state.6^state.7^state.8^state.10;y11=state.1^state.6^state.7^state.8^state.10;y12=0
336	0xbe8cd	33	6	fit	33	100.0	0	40	39	0	0	0x800:12,0x360:6,0x480:5,0xb00:4,0x630:4,0x568:2	y0=0;y1=0;y2=0;y3=state.0^state.1^state.7^state.14;y4=state.3^state.5;y5=state.1^state.2^state.4^state.5^state.6;y6=state.1^state.2^state.3^state.4^state.6;y7=state.3^state.6^state.7^state.14;y8=state.1^state.2^state.3^state.7;y9=state.0^state.2^state.5^state.14;y10=state.0^state.1^state.5^state.6;y11=1^state.1^state.2^state.3^state.4^state.5^state.7^state.14;y12=0
326	0xbc06d	31	2	fit	31	100.0	0	6	3	0	0	0x360:18,0xb00:13	y0=0;y1=0;y2=0;y3=0;y4=0;y5=state.0;y6=state.0;y7=0;y8=1;y9=1;y10=0;y11=1^state.0;y12=0
186	0x9dcae	29	6	fit	29	100.0	0	46	40	0	0	0x480:9,0x808:9,0x500:4,0x568:3,0x630:2,0x800:2	y0=0;y1=0;y2=0;y3=1^state.0^state.1^state.2^state.3^state.7^state.9^state.12;y4=state.1^state.5^state.9;y5=1^state.2^state.3^state.5^state.7^state.12;y6=1^state.1^state.2^state.3^state.7^state.9^state.12;y7=1^state.0^state.3^state.5;y8=1^state.3^state.7^state.12;y9=state.1^state.5^state.9;y10=state.0^state.1^state.7^state.9^state.12;y11=1^state.0^state.1^state.7^state.9^state.12;y12=0
348	0xc0d7d	28	7	fit	28	100.0	0	48	46	0	0	0x808:7,0xb00:6,0x500:5,0x568:5,0x630:3,0x360:1,0x480:1	y0=0;y1=0;y2=0;y3=state.1^state.3^state.4^state.5^state.7;y4=state.1^state.4^state.7^state.8;y5=state.0^state.3^state.7^state.9;y6=state.0^state.1^state.3^state.4^state.8^state.9;y7=1^state.1^state.2^state.6;y8=state.2^state.3^state.6^state.7^state.8;y9=state.2^state.3^state.4^state.6^state.7^state.9;y10=1^state.1^state.2^state.4^state.6^state.8^state.9;y11=state.0^state.1^state.2^state.3^state.5^state.6^state.7;y12=0
74	0x86d43	25	6	fit	25	100.0	0	37	33	0	0	0x500:9,0xb00:5,0x360:5,0x630:4,0x480:1,0x568:1	y0=0;y1=0;y2=0;y3=state.0^state.1^state.3^state.4^state.6;y4=1^state.0^state.1^state.3^state.5;y5=1^state.0^state.1^state.3^state.4;y6=state.4^state.5;y7=state.2^state.6;y8=state.0^state.1^state.2^state.3^state.5^state.6;y9=1^state.1^state.2^state.5;y10=1^state.0^state.2^state.3;y11=state.1^state.2^state.5^state.6;y12=0
125	0x922c4	19	4	fit	19	100.0	0	28	22	0	0	0x9e0:15,0x7b0:2,0x258:1,0x488:1	y0=0;y1=0;y2=0;y3=state.2^state.5;y4=1^state.0^state.5;y5=1^state.2^state.5;y6=state.0^state.2;y7=1^state.1^state.2^state.3^state.4;y8=1^state.2^state.5;y9=1^state.0^state.5;y10=1^state.0^state.2;y11=state.0^state.1^state.3^state.4;y12=0
321	0xbb1dd	19	2	fit	19	100.0	0	18	14	0	0	0x548:16,0x9b0:3	y0=0;y1=0;y2=0;y3=1^state.0^state.3;y4=state.0^state.3;y5=state.0^state.3;y6=1^state.0^state.3;y7=state.0^state.3;y8=1;y9=0;y10=1^state.0^state.3;y11=state.0^state.3;y12=0
251	0xacbc5	17	1	fit	17	100.0	0	4	0	0	0	0x630:17	y0=0;y1=0;y2=0;y3=0;y4=1;y5=1;y6=0;y7=0;y8=0;y9=1;y10=1;y11=0;y12=0
290	0xb4c00	17	1	fit	17	100.0	0	2	0	0	0	0x808:17	y0=0;y1=0;y2=0;y3=1;y4=0;y5=0;y6=0;y7=0;y8=0;y9=0;y10=0;y11=1;y12=0
248	0xac110	15	5	fit	15	100.0	0	23	17	0	0	0x810:9,0x5e8:2,0x4e8:2,0x3e0:1,0xac8:1	y0=0;y1=0;y2=0;y3=1^state.0^state.6;y4=state.1^state.2;y5=1^state.0^state.2;y6=1^state.1^state.2;y7=1^state.1^state.2;y8=1^state.2;y9=state.2^state.6;y10=1^state.1^state.6;y11=state.0^state.2;y12=0
131	0x937d0	14	4	fit	14	100.0	0	21	17	0	0	0x360:8,0x500:4,0x480:1,0x568:1	y0=0;y1=0;y2=0;y3=state.0^state.5^state.7;y4=0;y5=1^state.0^state.2^state.5^state.7;y6=1^state.0^state.2^state.5^state.7;y7=state.5^state.7;y8=1^state.5^state.7;y9=1^state.2;y10=state.2;y11=0;y12=0
87	0x8a49e	12	3	fit	12	100.0	0	15	11	0	0	0x808:4,0x360:4,0x800:4	y0=0;y1=0;y2=0;y3=state.9;y4=0;y5=1^state.0^state.9;y6=1^state.0^state.9;y7=0;y8=1^state.0^state.9;y9=1^state.0^state.9;y10=0;y11=state.0^state.9;y12=0
245	0xab141	12	2	fit	12	100.0	0	9	5	0	0	0x258:11,0x488:1	y0=0;y1=0;y2=0;y3=1;y4=1^state.0;y5=0;y6=1^state.0;y7=state.0;y8=0;y9=1^state.0;y10=state.0;y11=0;y12=0
153	0x979ab	10	2	fit	10	100.0	0	7	5	0	0	0x480:5,0x568:5	y0=0;y1=0;y2=0;y3=state.0;y4=0;y5=state.0;y6=state.0;y7=1^state.0;y8=state.0;y9=0;y10=1;y11=0;y12=0
65	0x85371	9	7	fit	9	100.0	0	30	19	0	6	0x638:2,0x158:2,0x6b8:1,0xe0:1,0x200:1,0xa68:1,0x778:1	y0=0;y1=0;y2=0;y3=1^state.1^state.2;y4=state.1^state.7;y5=1^state.1^b0.5;y6=state.2^state.3^state.7^b0.5;y7=state.0^state.2^state.3^state.7^b0.5;y8=1^state.2^state.7^b0.5;y9=1^state.2^b0.5;y10=state.1^state.3^b0.5;y11=1^state.2^state.7;y12=0
56	0x83e76	6	2	fit	6	100.0	0	6	4	0	0	0x360:4,0x500:2	y0=0;y1=0;y2=0;y3=0;y4=0;y5=state.1;y6=state.1;y7=0;y8=1;y9=state.1;y10=1^state.1;y11=0;y12=0
357	0xc29cf	6	2	fit	6	100.0	0	8	5	0	0	0xb00:3,0x480:3	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=state.0;y8=1^state.0;y9=1^state.0;y10=state.0;y11=1^state.0;y12=0
13	0x7aee8	5	2	fit	5	100.0	0	3	1	0	0	0x800:4,0x808:1	y0=0;y1=0;y2=0;y3=1^state.4;y4=0;y5=0;y6=0;y7=0;y8=0;y9=0;y10=0;y11=1;y12=0
187	0x9e07d	5	1	fit	5	100.0	0	5	0	0	0	0x568:5	y0=0;y1=0;y2=0;y3=1;y4=0;y5=1;y6=1;y7=0;y8=1;y9=0;y10=1;y11=0;y12=0
240	0xa9cf7	5	1	fit	5	100.0	0	5	0	0	0	0x568:5	y0=0;y1=0;y2=0;y3=1;y4=0;y5=1;y6=1;y7=0;y8=1;y9=0;y10=1;y11=0;y12=0
331	0xbcfc8	5	3	fit	5	100.0	0	13	10	0	0	0x318:3,0x6f0:1,0x540:1	y0=0;y1=0;y2=0;y3=state.0;y4=state.0^state.3;y5=state.3;y6=1^state.0;y7=state.3;y8=1^state.3;y9=state.0^state.3;y10=1^state.0;y11=0;y12=0
36	0x800a1	4	1	fit	4	100.0	0	4	0	0	0	0x360:4	y0=0;y1=0;y2=0;y3=0;y4=0;y5=1;y6=1;y7=0;y8=1;y9=1;y10=0;y11=0;y12=0
86	0x8a37f	4	1	fit	4	100.0	0	5	0	0	0	0x9b0:4	y0=0;y1=0;y2=0;y3=0;y4=1;y5=1;y6=0;y7=1;y8=1;y9=0;y10=0;y11=1;y12=0
130	0x931d3	4	1	fit	4	100.0	0	2	0	0	0	0x480:4	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=1;y8=0;y9=0;y10=1;y11=0;y12=0
214	0xa3fe9	4	1	fit	4	100.0	0	2	0	0	0	0x808:4	y0=0;y1=0;y2=0;y3=1;y4=0;y5=0;y6=0;y7=0;y8=0;y9=0;y10=0;y11=1;y12=0
221	0xa5889	4	1	fit	4	100.0	0	1	0	0	0	0x800:4	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=0;y8=0;y9=0;y10=0;y11=1;y12=0
231	0xa799b	4	1	fit	4	100.0	0	4	0	0	0	0x630:4	y0=0;y1=0;y2=0;y3=0;y4=1;y5=1;y6=0;y7=0;y8=0;y9=1;y10=1;y11=0;y12=0
267	0xafa1f	4	1	fit	4	100.0	0	2	0	0	0	0x480:4	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=1;y8=0;y9=0;y10=1;y11=0;y12=0
313	0xb8b42	4	1	fit	4	100.0	0	3	0	0	0	0xb00:4	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=0;y8=1;y9=1;y10=0;y11=1;y12=0
359	0xc3406	4	1	fit	4	100.0	0	4	0	0	0	0x360:4	y0=0;y1=0;y2=0;y3=0;y4=0;y5=1;y6=1;y7=0;y8=1;y9=1;y10=0;y11=0;y12=0
42	0x815ea	3	2	fit	3	100.0	0	12	7	0	0	0x548:2,0x9b0:1	y0=0;y1=0;y2=0;y3=state.0;y4=1^state.0;y5=1^state.0;y6=state.0;y7=1^state.0;y8=1;y9=0;y10=state.0;y11=1^state.0;y12=0
31	0x7ecd2	2	1	fit	2	100.0	0	3	0	0	0	0xb00:2	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=0;y8=1;y9=1;y10=0;y11=1;y12=0
136	0x9461b	2	1	fit	2	100.0	0	4	0	0	0	0x630:2	y0=0;y1=0;y2=0;y3=0;y4=1;y5=1;y6=0;y7=0;y8=0;y9=1;y10=1;y11=0;y12=0
35	0x7fd4d	1	1	fit	1	100.0	0	1	0	0	0	0x800:1	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=0;y8=0;y9=0;y10=0;y11=1;y12=0
54	0x837cb	1	1	fit	1	100.0	0	1	0	0	0	0x800:1	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=0;y8=0;y9=0;y10=0;y11=1;y12=0
78	0x883c0	1	1	fit	1	100.0	0	5	0	0	0	0x9b0:1	y0=0;y1=0;y2=0;y3=0;y4=1;y5=1;y6=0;y7=1;y8=1;y9=0;y10=0;y11=1;y12=0
85	0x89b37	1	1	fit	1	100.0	0	1	0	0	0	0x200:1	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=0;y8=0;y9=1;y10=0;y11=0;y12=0
101	0x8ceb4	1	1	fit	1	100.0	0	5	0	0	0	0x638:1	y0=0;y1=0;y2=0;y3=1;y4=1;y5=1;y6=0;y7=0;y8=0;y9=1;y10=1;y11=0;y12=0
209	0xa2935	1	1	fit	1	100.0	0	2	0	0	0	0x808:1	y0=0;y1=0;y2=0;y3=1;y4=0;y5=0;y6=0;y7=0;y8=0;y9=0;y10=0;y11=1;y12=0
241	0xa9ffa	1	1	fit	1	100.0	0	5	0	0	0	0xa68:1	y0=0;y1=0;y2=0;y3=1;y4=0;y5=1;y6=1;y7=0;y8=0;y9=1;y10=0;y11=1;y12=0
284	0xb379b	1	1	fit	1	100.0	0	7	0	0	0	0x778:1	y0=0;y1=0;y2=0;y3=1;y4=1;y5=1;y6=1;y7=0;y8=1;y9=1;y10=1;y11=0;y12=0
285	0xb3ff4	1	1	fit	1	100.0	0	2	0	0	0	0x500:1	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=0;y8=1;y9=0;y10=1;y11=0;y12=0
314	0xb8fcf	1	1	fit	1	100.0	0	6	0	0	0	0x5e8:1	y0=0;y1=0;y2=0;y3=1;y4=0;y5=1;y6=1;y7=1;y8=1;y9=0;y10=1;y11=0;y12=0
323	0xbb6e6	1	1	fit	1	100.0	0	5	0	0	0	0x9b0:1	y0=0;y1=0;y2=0;y3=0;y4=1;y5=1;y6=0;y7=1;y8=1;y9=0;y10=0;y11=1;y12=0
